                    Time	isStop	isStem	   Overall	          	 Attempted	          	                     Test	Approach                 
Sat Dec 10 18:49:02 2016	  True	 False	  0.076800	(192/2045)	  0.093888	(192/2045)	     cbtest_V_test_2500ex	TrigramWP 20 Pmixed      
Sat Dec 10 18:49:02 2016	  True	 False	  0.027600	  (69/570)	  0.121053	  (69/570)	     cbtest_V_test_2500ex	TrigramWP 20 WP          
Sat Dec 10 18:49:02 2016	  True	 False	  0.024800	  (62/231)	  0.268398	  (62/231)	     cbtest_V_test_2500ex	TrigramWP 20 WW          
Sat Dec 10 18:49:02 2016	  True	 False	  0.038800	  (97/582)	  0.166667	  (97/582)	     cbtest_V_test_2500ex	TrigramWP 20 Wmixed      
Sat Dec 10 18:49:02 2016	  True	 False	  0.139200	(348/2500)	  0.139200	(348/2500)	     cbtest_V_test_2500ex	TrigramWP MA             
Sat Dec 10 18:49:02 2016	  True	 False	  0.160400	(401/2500)	  0.160400	(401/2500)	     cbtest_V_test_2500ex	TrigramWP MM             
Sat Dec 10 18:49:02 2016	  True	 False	  0.150000	(375/2500)	  0.150000	(375/2500)	     cbtest_V_test_2500ex	TrigramWP mixed          
Sat Dec 10 18:49:02 2016	  True	 False	  0.092800	(232/2500)	  0.092800	(232/2500)	     cbtest_V_test_2500ex	TrigramWP train PP       
Sat Dec 10 18:49:02 2016	  True	 False	  0.156000	(390/2499)	  0.156062	(390/2499)	     cbtest_V_test_2500ex	TrigramWP train PW       
Sat Dec 10 18:49:02 2016	  True	 False	  0.158000	(395/2500)	  0.158000	(395/2500)	     cbtest_V_test_2500ex	TrigramWP train Pmixed   
Sat Dec 10 18:49:02 2016	  True	 False	  0.089200	(223/2407)	  0.092646	(223/2407)	     cbtest_V_test_2500ex	TrigramWP train WP       
Sat Dec 10 18:49:02 2016	  True	 False	  0.158400	(396/1999)	  0.198099	(396/1999)	     cbtest_V_test_2500ex	TrigramWP train WW       
Sat Dec 10 18:49:02 2016	  True	 False	  0.144000	(360/2407)	  0.149564	(360/2407)	     cbtest_V_test_2500ex	TrigramWP train Wmixed   
Sat Dec 10 18:49:03 2016	  True	 False	  0.184800	(462/2500)	  0.184800	(462/2500)	     cbtest_V_test_2500ex	All Approaches           

Sat Dec 10 18:49:03 2016	  True	 False	  0.172800	 (432/605)	  0.714050	 (432/605)	    cbtest_CN_test_2500ex	Trigram Simple 20        
Sat Dec 10 18:49:03 2016	  True	 False	  0.312800	(782/2129)	  0.367309	(782/2129)	    cbtest_CN_test_2500ex	Trigram Simple trian     
Sat Dec 10 18:49:03 2016	  True	 False	  0.392400	(981/2197)	  0.446518	(981/2197)	    cbtest_CN_test_2500ex	Trigram Simple trian&20  
Sat Dec 10 18:49:03 2016	  True	 False	  0.123600	(309/2116)	  0.146030	(309/2116)	    cbtest_CN_test_2500ex	TrigramWP 20 PP          
Sat Dec 10 18:49:03 2016	  True	 False	  0.136000	(340/1390)	  0.244604	(340/1390)	    cbtest_CN_test_2500ex	TrigramWP 20 PW          
Sat Dec 10 18:49:03 2016	  True	 False	  0.194000	(485/2118)	  0.228990	(485/2118)	    cbtest_CN_test_2500ex	TrigramWP 20 Pmixed      
Sat Dec 10 18:49:03 2016	  True	 False	  0.072400	 (181/976)	  0.185451	 (181/976)	    cbtest_CN_test_2500ex	TrigramWP 20 WP          
Sat Dec 10 18:49:03 2016	  True	 False	  0.088800	 (222/438)	  0.506849	 (222/438)	    cbtest_CN_test_2500ex	TrigramWP 20 WW          
Sat Dec 10 18:49:03 2016	  True	 False	  0.132800	 (332/979)	  0.339122	 (332/979)	    cbtest_CN_test_2500ex	TrigramWP 20 Wmixed      
Sat Dec 10 18:49:03 2016	  True	 False	  0.265600	(664/2500)	  0.265600	(664/2500)	    cbtest_CN_test_2500ex	TrigramWP MA             
Sat Dec 10 18:49:03 2016	  True	 False	  0.297600	(744/2500)	  0.297600	(744/2500)	    cbtest_CN_test_2500ex	TrigramWP MM             
Sat Dec 10 18:49:03 2016	  True	 False	  0.298400	(746/2500)	  0.298400	(746/2500)	    cbtest_CN_test_2500ex	TrigramWP mixed          
Sat Dec 10 18:49:03 2016	  True	 False	  0.125200	(313/2500)	  0.125200	(313/2500)	    cbtest_CN_test_2500ex	TrigramWP train PP       
Sat Dec 10 18:49:03 2016	  True	 False	  0.198000	(495/2498)	  0.198159	(495/2498)	    cbtest_CN_test_2500ex	TrigramWP train PW       
Sat Dec 10 18:49:03 2016	  True	 False	  0.218000	(545/2500)	  0.218000	(545/2500)	    cbtest_CN_test_2500ex	TrigramWP train Pmixed   
Sat Dec 10 18:49:03 2016	  True	 False	  0.127200	(318/2463)	  0.129111	(318/2463)	    cbtest_CN_test_2500ex	TrigramWP train WP       
Sat Dec 10 18:49:03 2016	  True	 False	  0.244000	(610/2217)	  0.275147	(610/2217)	    cbtest_CN_test_2500ex	TrigramWP train WW       
Sat Dec 10 18:49:03 2016	  True	 False	  0.251600	(629/2463)	  0.255380	(629/2463)	    cbtest_CN_test_2500ex	TrigramWP train Wmixed   
Sat Dec 10 18:49:04 2016	  True	 False	  0.376000	(940/2500)	  0.376000	(940/2500)	    cbtest_CN_test_2500ex	All Approaches           

Sat Dec 10 18:49:04 2016	  True	 False	  0.000800	     (2/6)	  0.333333	     (2/6)	     cbtest_P_test_2500ex	Trigram Simple 20        
Sat Dec 10 18:49:04 2016	  True	 False	  0.002000	   (5/279)	  0.017921	   (5/279)	     cbtest_P_test_2500ex	Trigram Simple trian     
Sat Dec 10 18:49:04 2016	  True	 False	  0.002000	   (5/281)	  0.017794	   (5/281)	     cbtest_P_test_2500ex	Trigram Simple trian&20  
Sat Dec 10 18:49:04 2016	  True	 False	  0.016400	  (41/736)	  0.055707	  (41/736)	     cbtest_P_test_2500ex	TrigramWP 20 PP          
Sat Dec 10 18:49:04 2016	  True	 False	  0.015200	  (38/278)	  0.136691	  (38/278)	     cbtest_P_test_2500ex	TrigramWP 20 PW          
Sat Dec 10 18:49:04 2016	  True	 False	  0.025600	  (64/755)	  0.084768	  (64/755)	     cbtest_P_test_2500ex	TrigramWP 20 Pmixed      
Sat Dec 10 18:49:04 2016	  True	 False	  0.008400	   (21/77)	  0.272727	   (21/77)	     cbtest_P_test_2500ex	TrigramWP 20 WP          
Sat Dec 10 18:49:04 2016	  True	 False	  0.003200	    (8/28)	  0.285714	    (8/28)	     cbtest_P_test_2500ex	TrigramWP 20 WW          
Sat Dec 10 18:49:04 2016	  True	 False	  0.009600	   (24/78)	  0.307692	   (24/78)	     cbtest_P_test_2500ex	TrigramWP 20 Wmixed      
Sat Dec 10 18:49:04 2016	  True	 False	  0.242800	(607/2500)	  0.242800	(607/2500)	     cbtest_P_test_2500ex	TrigramWP MA             
Sat Dec 10 18:49:04 2016	  True	 False	  0.207600	(519/2500)	  0.207600	(519/2500)	     cbtest_P_test_2500ex	TrigramWP MM             
Sat Dec 10 18:49:04 2016	  True	 False	  0.250400	(626/2500)	  0.250400	(626/2500)	     cbtest_P_test_2500ex	TrigramWP mixed          
Sat Dec 10 18:49:04 2016	  True	 False	  0.046800	(117/2500)	  0.046800	(117/2500)	     cbtest_P_test_2500ex	TrigramWP train PP       
Sat Dec 10 18:49:04 2016	  True	 False	  0.317200	(793/2500)	  0.317200	(793/2500)	     cbtest_P_test_2500ex	TrigramWP train PW       
Sat Dec 10 18:49:04 2016	  True	 False	  0.233200	(583/2500)	  0.233200	(583/2500)	     cbtest_P_test_2500ex	TrigramWP train Pmixed   
Sat Dec 10 18:49:04 2016	  True	 False	  0.052000	(130/2333)	  0.055722	(130/2333)	     cbtest_P_test_2500ex	TrigramWP train WP       
Sat Dec 10 18:49:04 2016	  True	 False	  0.284800	(712/2097)	  0.339533	(712/2097)	     cbtest_P_test_2500ex	TrigramWP train WW       
Sat Dec 10 18:49:04 2016	  True	 False	  0.217600	(544/2341)	  0.232379	(544/2341)	     cbtest_P_test_2500ex	TrigramWP train Wmixed   
Sat Dec 10 18:49:05 2016	  True	 False	  0.249200	(623/2500)	  0.249200	(623/2500)	     cbtest_P_test_2500ex	All Approaches           

Sat Dec 10 19:00:48 2016	  True	  True	  0.194400	 (486/618)	  0.786408	 (486/618)	    cbtest_NE_test_2500ex	Trigram Simple 20        
Sat Dec 10 19:00:48 2016	  True	  True	  0.193600	(484/1945)	  0.248843	(484/1945)	    cbtest_NE_test_2500ex	Trigram Simple trian     
Sat Dec 10 19:00:48 2016	  True	  True	  0.293200	(733/2027)	  0.361618	(733/2027)	    cbtest_NE_test_2500ex	Trigram Simple trian&20  
Sat Dec 10 19:00:48 2016	  True	  True	  0.142800	(357/2300)	  0.155217	(357/2300)	    cbtest_NE_test_2500ex	TrigramWP 20 PP          
Sat Dec 10 19:00:48 2016	  True	  True	  0.016400	  (41/657)	  0.062405	  (41/657)	    cbtest_NE_test_2500ex	TrigramWP 20 PW          
Sat Dec 10 19:00:48 2016	  True	  True	  0.137600	(344/2302)	  0.149435	(344/2302)	    cbtest_NE_test_2500ex	TrigramWP 20 Pmixed      
Sat Dec 10 19:00:48 2016	  True	  True	  0.067600	 (169/812)	  0.208128	 (169/812)	    cbtest_NE_test_2500ex	TrigramWP 20 WP          
Sat Dec 10 19:00:48 2016	  True	  True	  0.008000	   (20/75)	  0.266667	   (20/75)	    cbtest_NE_test_2500ex	TrigramWP 20 WW          
Sat Dec 10 19:00:48 2016	  True	  True	  0.072400	 (181/813)	  0.222632	 (181/813)	    cbtest_NE_test_2500ex	TrigramWP 20 Wmixed      
Sat Dec 10 19:00:48 2016	  True	  True	  0.122800	(307/2477)	  0.123940	(307/2477)	    cbtest_NE_test_2500ex	TrigramWP MA             
Sat Dec 10 19:00:48 2016	  True	  True	  0.130400	(326/2500)	  0.130400	(326/2500)	    cbtest_NE_test_2500ex	TrigramWP MM             
Sat Dec 10 19:00:48 2016	  True	  True	  0.131600	(329/2500)	  0.131600	(329/2500)	    cbtest_NE_test_2500ex	TrigramWP mixed          
Sat Dec 10 19:00:49 2016	  True	  True	  0.106400	(266/2500)	  0.106400	(266/2500)	    cbtest_NE_test_2500ex	TrigramWP train PP       
Sat Dec 10 19:00:49 2016	  True	  True	  0.039600	 (99/2325)	  0.042581	 (99/2325)	    cbtest_NE_test_2500ex	TrigramWP train PW       
Sat Dec 10 19:00:49 2016	  True	  True	  0.092800	(232/2500)	  0.092800	(232/2500)	    cbtest_NE_test_2500ex	TrigramWP train Pmixed   
Sat Dec 10 19:00:49 2016	  True	  True	  0.116800	(292/2160)	  0.135185	(292/2160)	    cbtest_NE_test_2500ex	TrigramWP train WP       
Sat Dec 10 19:00:49 2016	  True	  True	  0.032800	 (82/1293)	  0.063418	 (82/1293)	    cbtest_NE_test_2500ex	TrigramWP train WW       
Sat Dec 10 19:00:49 2016	  True	  True	  0.120800	(302/2160)	  0.139815	(302/2160)	    cbtest_NE_test_2500ex	TrigramWP train Wmixed   
Sat Dec 10 19:00:49 2016	  True	  True	  0.258000	(645/2500)	  0.258000	(645/2500)	    cbtest_NE_test_2500ex	All Approaches           

Sat Dec 10 19:00:49 2016	  True	  True	  0.041200	 (103/261)	  0.394636	 (103/261)	     cbtest_V_test_2500ex	Trigram Simple 20        
Sat Dec 10 19:00:49 2016	  True	  True	  0.152400	(381/1928)	  0.197614	(381/1928)	     cbtest_V_test_2500ex	Trigram Simple trian     
Sat Dec 10 19:00:49 2016	  True	  True	  0.164000	(410/1952)	  0.210041	(410/1952)	     cbtest_V_test_2500ex	Trigram Simple trian&20  
Sat Dec 10 19:00:49 2016	  True	  True	  0.059200	(148/2022)	  0.073195	(148/2022)	     cbtest_V_test_2500ex	TrigramWP 20 PP          
Sat Dec 10 19:00:49 2016	  True	  True	  0.038000	  (95/895)	  0.106145	  (95/895)	     cbtest_V_test_2500ex	TrigramWP 20 PW          
Sat Dec 10 19:00:49 2016	  True	  True	  0.072000	(180/2042)	  0.088149	(180/2042)	     cbtest_V_test_2500ex	TrigramWP 20 Pmixed      
Sat Dec 10 19:00:49 2016	  True	  True	  0.025600	  (64/538)	  0.118959	  (64/538)	     cbtest_V_test_2500ex	TrigramWP 20 WP          
Sat Dec 10 19:00:49 2016	  True	  True	  0.009200	  (23/107)	  0.214953	  (23/107)	     cbtest_V_test_2500ex	TrigramWP 20 WW          
Sat Dec 10 19:00:49 2016	  True	  True	  0.030000	  (75/546)	  0.137363	  (75/546)	     cbtest_V_test_2500ex	TrigramWP 20 Wmixed      
Sat Dec 10 19:00:49 2016	  True	  True	  0.160000	(400/2500)	  0.160000	(400/2500)	     cbtest_V_test_2500ex	TrigramWP MA             
Sat Dec 10 19:00:49 2016	  True	  True	  0.152800	(382/2500)	  0.152800	(382/2500)	     cbtest_V_test_2500ex	TrigramWP MM             
Sat Dec 10 19:00:49 2016	  True	  True	  0.179200	(448/2500)	  0.179200	(448/2500)	     cbtest_V_test_2500ex	TrigramWP mixed          
Sat Dec 10 19:00:49 2016	  True	  True	  0.092800	(232/2500)	  0.092800	(232/2500)	     cbtest_V_test_2500ex	TrigramWP train PP       
Sat Dec 10 19:00:50 2016	  True	  True	  0.152000	(380/2495)	  0.152305	(380/2495)	     cbtest_V_test_2500ex	TrigramWP train PW       
Sat Dec 10 19:00:50 2016	  True	  True	  0.187600	(469/2500)	  0.187600	(469/2500)	     cbtest_V_test_2500ex	TrigramWP train Pmixed   
Sat Dec 10 19:00:50 2016	  True	  True	  0.087600	(219/2318)	  0.094478	(219/2318)	     cbtest_V_test_2500ex	TrigramWP train WP       
Sat Dec 10 19:00:50 2016	  True	  True	  0.133600	(334/1882)	  0.177471	(334/1882)	     cbtest_V_test_2500ex	TrigramWP train WW       
Sat Dec 10 19:00:50 2016	  True	  True	  0.138800	(347/2318)	  0.149698	(347/2318)	     cbtest_V_test_2500ex	TrigramWP train Wmixed   
Sat Dec 10 19:00:50 2016	  True	  True	  0.202800	(507/2500)	  0.202800	(507/2500)	     cbtest_V_test_2500ex	All Approaches           

Sat Dec 10 19:00:50 2016	  True	  True	  0.141200	 (353/500)	  0.706000	 (353/500)	    cbtest_CN_test_2500ex	Trigram Simple 20        
Sat Dec 10 19:00:50 2016	  True	  True	  0.260000	(650/2210)	  0.294118	(650/2210)	    cbtest_CN_test_2500ex	Trigram Simple trian     
Sat Dec 10 19:00:50 2016	  True	  True	  0.324400	(811/2256)	  0.359486	(811/2256)	    cbtest_CN_test_2500ex	Trigram Simple trian&20  
Sat Dec 10 19:00:50 2016	  True	  True	  0.123600	(309/2116)	  0.146030	(309/2116)	    cbtest_CN_test_2500ex	TrigramWP 20 PP          
Sat Dec 10 19:00:50 2016	  True	  True	  0.116400	(291/1153)	  0.252385	(291/1153)	    cbtest_CN_test_2500ex	TrigramWP 20 PW          
Sat Dec 10 19:00:50 2016	  True	  True	  0.189600	(474/2118)	  0.223796	(474/2118)	    cbtest_CN_test_2500ex	TrigramWP 20 Pmixed      
Sat Dec 10 19:00:50 2016	  True	  True	  0.066400	 (166/892)	  0.186099	 (166/892)	    cbtest_CN_test_2500ex	TrigramWP 20 WP          
Sat Dec 10 19:00:50 2016	  True	  True	  0.052000	 (130/290)	  0.448276	 (130/290)	    cbtest_CN_test_2500ex	TrigramWP 20 WW          
Sat Dec 10 19:00:50 2016	  True	  True	  0.103600	 (259/895)	  0.289385	 (259/895)	    cbtest_CN_test_2500ex	TrigramWP 20 Wmixed      
Sat Dec 10 19:00:50 2016	  True	  True	  0.248000	(620/2499)	  0.248099	(620/2499)	    cbtest_CN_test_2500ex	TrigramWP MA             
Sat Dec 10 19:00:50 2016	  True	  True	  0.234400	(586/2500)	  0.234400	(586/2500)	    cbtest_CN_test_2500ex	TrigramWP MM             
Sat Dec 10 19:00:50 2016	  True	  True	  0.268400	(671/2500)	  0.268400	(671/2500)	    cbtest_CN_test_2500ex	TrigramWP mixed          
Sat Dec 10 19:00:50 2016	  True	  True	  0.125200	(313/2500)	  0.125200	(313/2500)	    cbtest_CN_test_2500ex	TrigramWP train PP       
Sat Dec 10 19:00:51 2016	  True	  True	  0.202000	(505/2495)	  0.202405	(505/2495)	    cbtest_CN_test_2500ex	TrigramWP train PW       
Sat Dec 10 19:00:51 2016	  True	  True	  0.218000	(545/2500)	  0.218000	(545/2500)	    cbtest_CN_test_2500ex	TrigramWP train Pmixed   
Sat Dec 10 19:00:51 2016	  True	  True	  0.118400	(296/2321)	  0.127531	(296/2321)	    cbtest_CN_test_2500ex	TrigramWP train WP       
Sat Dec 10 19:00:51 2016	  True	  True	  0.166400	(416/1956)	  0.212679	(416/1956)	    cbtest_CN_test_2500ex	TrigramWP train WW       
Sat Dec 10 19:00:51 2016	  True	  True	  0.191600	(479/2321)	  0.206377	(479/2321)	    cbtest_CN_test_2500ex	TrigramWP train Wmixed   
Sat Dec 10 19:00:51 2016	  True	  True	  0.336400	(841/2500)	  0.336400	(841/2500)	    cbtest_CN_test_2500ex	All Approaches           

Sat Dec 10 19:00:51 2016	  True	  True	  0.000800	     (2/8)	  0.250000	     (2/8)	     cbtest_P_test_2500ex	Trigram Simple 20        
Sat Dec 10 19:00:51 2016	  True	  True	  0.005600	  (14/479)	  0.029228	  (14/479)	     cbtest_P_test_2500ex	Trigram Simple trian     
Sat Dec 10 19:00:51 2016	  True	  True	  0.005600	  (14/481)	  0.029106	  (14/481)	     cbtest_P_test_2500ex	Trigram Simple trian&20  
Sat Dec 10 19:00:51 2016	  True	  True	  0.016400	  (41/736)	  0.055707	  (41/736)	     cbtest_P_test_2500ex	TrigramWP 20 PP          
Sat Dec 10 19:00:51 2016	  True	  True	  0.015200	  (38/272)	  0.139706	  (38/272)	     cbtest_P_test_2500ex	TrigramWP 20 PW          
Sat Dec 10 19:00:51 2016	  True	  True	  0.025600	  (64/756)	  0.084656	  (64/756)	     cbtest_P_test_2500ex	TrigramWP 20 Pmixed      
Sat Dec 10 19:00:51 2016	  True	  True	  0.008400	   (21/72)	  0.291667	   (21/72)	     cbtest_P_test_2500ex	TrigramWP 20 WP          
Sat Dec 10 19:00:51 2016	  True	  True	  0.003200	    (8/27)	  0.296296	    (8/27)	     cbtest_P_test_2500ex	TrigramWP 20 WW          
Sat Dec 10 19:00:51 2016	  True	  True	  0.009600	   (24/73)	  0.328767	   (24/73)	     cbtest_P_test_2500ex	TrigramWP 20 Wmixed      
Sat Dec 10 19:00:51 2016	  True	  True	  0.245200	(613/2500)	  0.245200	(613/2500)	     cbtest_P_test_2500ex	TrigramWP MA             
Sat Dec 10 19:00:51 2016	  True	  True	  0.186400	(466/2500)	  0.186400	(466/2500)	     cbtest_P_test_2500ex	TrigramWP MM             
Sat Dec 10 19:00:51 2016	  True	  True	  0.238800	(597/2500)	  0.238800	(597/2500)	     cbtest_P_test_2500ex	TrigramWP mixed          
Sat Dec 10 19:00:51 2016	  True	  True	  0.046800	(117/2500)	  0.046800	(117/2500)	     cbtest_P_test_2500ex	TrigramWP train PP       
Sat Dec 10 19:00:51 2016	  True	  True	  0.317600	(794/2500)	  0.317600	(794/2500)	     cbtest_P_test_2500ex	TrigramWP train PW       
Sat Dec 10 19:00:51 2016	  True	  True	  0.234400	(586/2500)	  0.234400	(586/2500)	     cbtest_P_test_2500ex	TrigramWP train Pmixed   
Sat Dec 10 19:00:51 2016	  True	  True	  0.035200	 (88/2171)	  0.040534	 (88/2171)	     cbtest_P_test_2500ex	TrigramWP train WP       
Sat Dec 10 19:00:51 2016	  True	  True	  0.243600	(609/1939)	  0.314079	(609/1939)	     cbtest_P_test_2500ex	TrigramWP train WW       
Sat Dec 10 19:00:51 2016	  True	  True	  0.181200	(453/2176)	  0.208180	(453/2176)	     cbtest_P_test_2500ex	TrigramWP train Wmixed   
Sat Dec 10 19:00:52 2016	  True	  True	  0.237200	(593/2500)	  0.237200	(593/2500)	     cbtest_P_test_2500ex	All Approaches           

